timestamp,combined_average
1757368199.791632,11.45898033750315
1757368200.309389,24.7328848624516
1757368200.819394,41.458980337503135
1757368201.327879,60.0
1757368201.8419,78.54101966249684
1757368202.355154,95.26711513754839
1757368202.87145,108.54101966249685
1757368203.385961,117.06339097770922
1757368203.900393,120.0
1757368204.416499,117.06339097770922
1757368204.928223,108.54101966249685
1757368205.437383,95.26711513754839
1757368205.948972,78.54101966249685
1757368206.461883,60.00000000000001
1757368206.977477,41.458980337503185
1757368207.49053,24.73288486245162
1757368208.002572,11.458980337503156
1757368208.511525,2.9366090222907886
1757368209.025423,0.0
1757368209.540404,2.9366090222907815
1757368210.056038,11.45898033750315
1757368210.569148,24.7328848624516
1757368211.086797,41.458980337503135
1757368211.594788,60.0
1757368212.104888,78.54101966249684
1757368212.613645,95.26711513754839
1757368213.125338,108.54101966249685
1757368213.637726,117.06339097770922
1757368214.148856,120.0
1757368214.662623,117.06339097770922
1757368215.172271,108.54101966249685
1757368215.690398,95.26711513754839
1757368216.205235,78.54101966249685
1757368216.720115,60.00000000000001
1757368217.230775,41.458980337503185
1757368217.755906,24.73288486245162
1757368218.269922,11.458980337503156
1757368218.784079,2.9366090222907886
1757368219.296335,0.0
1757368219.809184,2.9366090222907815
1757368220.324485,11.45898033750315
1757368220.840321,24.7328848624516
1757368221.351548,41.458980337503135
1757368221.864274,60.0
1757368222.379474,78.54101966249684
1757368222.900698,95.26711513754839
1757368223.411775,108.54101966249685
1757368223.923274,117.06339097770922
1757368224.437353,120.0
1757368224.948263,117.06339097770922
1757368225.460664,108.54101966249685
1757368225.969909,95.26711513754839
1757368226.477774,78.54101966249685
1757368226.989906,60.00000000000001
1757368227.499238,41.458980337503185
